n,mean_burst,std_burst,mean_arrival,std_arrival,mean_priority,std_priority,max_burst,min_burst,max_arrival,min_arrival,label
3,7.0,2.449489742783178,2.0,1.632993161855452,3.0,1.632993161855452,10,4,4,0,SJF
8,6.625,2.7357585785299112,1.375,1.3169567191065923,3.0,1.5,10,2,4,0,SJF
4,7.5,3.774917217635375,3.5,0.5,3.5,1.118033988749895,10,1,4,3,SJF
6,7.333333333333333,1.9720265943665387,1.3333333333333333,0.4714045207910317,2.8333333333333335,1.5723301886761005,10,5,2,1,SJF
6,5.5,2.5,1.6666666666666667,1.247219128924647,2.6666666666666665,1.3743685418725535,9,2,4,0,SJF
6,5.666666666666667,4.068851871911234,1.3333333333333333,0.7453559924999299,3.6666666666666665,1.1055415967851332,10,1,2,0,SJF
8,6.5,2.345207879911715,2.25,1.479019945774904,3.25,1.0897247358851685,9,2,5,0,SJF
5,5.6,2.244994432064365,2.8,1.7204650534085253,3.2,1.469693845669907,9,2,5,0,SJF
4,4.75,2.165063509461097,2.0,1.8708286933869707,2.0,0.7071067811865476,8,2,5,0,SJF
4,4.75,1.920286436967152,2.75,1.7853571071357126,2.25,1.299038105676658,8,3,5,1,SJF
8,4.25,2.436698586202241,2.5,1.6583123951777,2.5,1.5,8,1,5,0,SJF
4,4.75,2.48746859276655,0.75,1.299038105676658,3.75,1.6393596310755,8,1,3,0,SJF
7,6.428571428571429,2.5555062599997598,2.4285714285714284,1.5907898179514348,2.7142857142857144,1.2777531299998797,10,3,5,0,SJF
8,6.0,3.4641016151377544,3.5,1.5,3.0,1.4142135623730951,10,1,5,0,SJF
8,4.75,2.7271780286589284,3.125,1.4523687548277813,3.0,1.224744871391589,10,1,5,1,SJF
4,6.5,1.5,2.0,1.224744871391589,2.5,0.8660254037844386,9,5,3,0,FCFS
5,5.8,3.655133376499413,3.2,1.6,3.6,0.8,10,1,5,1,SJF
5,5.8,2.7856776554368237,1.6,2.0591260281974,2.8,1.16619037896906,10,3,5,0,SJF
7,6.0,2.138089935299395,3.0,1.7728105208558367,3.4285714285714284,1.178030178747903,9,4,5,1,SJF
4,4.25,2.277608394786075,2.0,1.5811388300841898,3.0,1.5811388300841898,8,2,4,0,SJF
5,6.2,3.2496153618543846,3.6,1.4966629547095764,3.2,1.469693845669907,10,1,5,1,SJF
5,6.4,3.2,2.0,0.8944271909999159,3.6,1.4966629547095764,10,2,3,1,SJF
7,5.571428571428571,2.920721185751553,1.4285714285714286,1.8405855323893037,2.857142857142857,1.2453996981544782,9,1,5,0,SJF
4,6.5,2.692582403567252,2.5,1.5,4.0,1.0,9,2,4,0,SJF
8,5.25,3.112474899497183,2.625,2.057759704144291,3.5,0.8660254037844386,10,1,5,0,SJF
5,4.0,3.1622776601683795,3.0,2.449489742783178,2.4,1.019803902718557,10,1,5,0,FCFS
8,7.125,2.0879116360612584,1.875,1.6909686573085854,3.75,1.3919410907075054,10,4,5,0,SJF
5,5.0,2.9664793948382653,2.8,1.16619037896906,3.8,0.7483314773547882,9,2,4,1,SJF
7,4.857142857142857,2.849991049037143,1.5714285714285714,1.6781914463529615,2.5714285714285716,1.2936264483053452,10,2,4,0,SJF
5,5.0,2.449489742783178,1.4,1.2000000000000002,3.8,1.16619037896906,9,2,3,0,SJF
6,4.166666666666667,2.91070819942883,1.1666666666666667,1.3437096247164249,3.0,1.632993161855452,8,1,4,0,SJF
5,7.6,2.0591260281974,1.8,1.1661903789690602,3.8,0.7483314773547882,10,4,4,1,SJF
5,6.4,2.5768197453450252,1.0,0.6324555320336759,3.6,1.019803902718557,9,2,2,0,SJF
4,6.0,3.24037034920393,1.25,2.165063509461097,2.75,1.0897247358851685,10,1,5,0,SJF
8,6.625,2.9973947020704497,2.125,1.6909686573085854,3.875,1.2686114456365274,10,2,5,0,SJF
5,4.8,2.039607805437114,1.8,1.469693845669907,3.2,1.16619037896906,8,2,4,0,SJF
4,6.25,1.920286436967152,3.0,1.224744871391589,2.75,1.479019945774904,8,3,4,1,SJF
7,4.857142857142857,2.531435020952764,3.5714285714285716,1.4982983545287878,3.7142857142857144,1.0301575072754257,9,1,5,0,SJF
5,5.6,2.5768197453450252,3.0,1.8973665961010275,4.2,1.16619037896906,10,2,5,0,SJF
3,5.333333333333333,2.0548046676563256,1.6666666666666667,1.699673171197595,2.6666666666666665,1.247219128924647,8,3,4,0,SJF
7,7.142857142857143,1.8844151368961313,2.4285714285714284,1.5907898179514348,3.2857142857142856,1.2777531299998797,9,3,5,0,SJF
3,4.666666666666667,3.7712361663282534,2.0,1.632993161855452,2.6666666666666665,1.699673171197595,10,2,4,0,FCFS
7,5.571428571428571,2.718042512920064,1.7142857142857142,1.2777531299998797,2.7142857142857144,1.1605769149479943,9,1,4,0,SJF
5,3.8,3.3105890714493698,2.6,1.7435595774162693,3.2,0.7483314773547882,10,1,5,0,SJF
4,5.75,2.8613807855648994,3.5,2.0615528128088303,2.5,1.5,8,1,5,0,SJF
7,7.0,2.0,2.0,1.0690449676496976,3.0,1.3093073414159542,10,4,4,1,SJF
5,7.4,2.4979991993593593,3.0,1.7888543819998317,2.6,1.3564659966250538,10,4,5,0,SJF
4,4.5,2.8722813232690143,1.5,2.0615528128088303,4.0,1.224744871391589,9,1,5,0,SJF
5,5.8,2.785677655436824,2.6,1.624807680927192,3.0,1.2649110640673518,9,2,5,1,SJF
5,4.2,1.6,1.4,1.019803902718557,2.4,1.019803902718557,6,2,3,0,SJF
8,5.625,2.7357585785299112,2.0,1.4142135623730951,2.625,1.1110243021644486,10,1,4,0,SJF
6,6.333333333333333,2.494438257849294,2.8333333333333335,1.5723301886761007,3.3333333333333335,1.7950549357115015,10,2,5,0,FCFS
4,4.0,2.1213203435596424,2.25,1.7853571071357126,4.0,1.224744871391589,7,1,5,0,SJF
7,5.571428571428571,2.920721185751553,3.4285714285714284,1.6781914463529615,3.0,0.9258200997725514,9,1,5,1,SJF
8,4.625,2.2325713874364688,2.25,1.1989578808281798,2.5,0.8660254037844386,7,1,5,1,SJF
3,7.333333333333333,3.0912061651652345,2.3333333333333335,2.0548046676563256,3.3333333333333335,0.9428090415820634,10,3,5,0,SJF
4,5.5,2.958039891549808,2.0,1.0,3.75,0.4330127018922193,10,2,3,1,SJF
4,6.0,2.5495097567963922,2.25,1.920286436967152,3.75,1.0897247358851685,10,3,5,0,SJF
8,5.5,3.24037034920393,2.625,1.4086784586980805,3.5,1.5811388300841898,10,1,4,0,SJF
3,2.0,1.4142135623730951,2.0,2.160246899469287,2.6666666666666665,0.4714045207910317,4,1,5,0,FCFS
7,4.0,1.8516401995451028,1.5714285714285714,1.6781914463529615,3.7142857142857144,1.385051387833237,6,1,5,0,SJF
8,5.0,2.6457513110645907,1.875,1.6153559979150107,3.0,1.5811388300841898,9,1,5,0,SJF
7,5.857142857142857,3.562846832382836,1.1428571428571428,1.355261854357877,3.0,1.3093073414159542,10,1,4,0,SJF
5,8.0,3.521363372331802,2.2,0.7483314773547882,2.6,1.2000000000000002,10,1,3,1,FCFS
4,5.25,2.384848003542364,2.5,1.118033988749895,3.25,1.479019945774904,8,2,4,1,SJF
8,6.5,1.9364916731037085,3.0,1.224744871391589,2.625,1.3169567191065923,10,4,4,0,SJF
4,3.75,2.7726341266023544,3.5,1.118033988749895,3.5,1.5,7,1,5,2,SJF
7,7.285714285714286,2.2497165354319457,2.142857142857143,1.8070158058105026,2.857142857142857,1.456862718169367,10,3,5,0,SJF
7,5.0,2.6726124191242437,1.8571428571428572,1.8070158058105026,3.7142857142857144,1.0301575072754257,9,1,5,0,SJF
8,5.875,2.521780125229002,1.625,1.7275343701356567,3.375,1.7275343701356567,10,3,5,0,SJF
6,5.333333333333333,2.3570226039551585,1.8333333333333333,1.6749792701868151,2.5,1.3844373104863459,8,3,5,0,SJF
4,3.75,1.7853571071357126,2.5,2.5,3.0,2.0,6,1,5,0,FCFS
7,5.428571428571429,2.6649654437396615,2.142857142857143,1.9587584572574412,2.857142857142857,1.7261494247992246,10,2,5,0,SJF
3,6.333333333333333,2.494438257849294,2.3333333333333335,1.699673171197595,3.3333333333333335,0.9428090415820634,9,3,4,0,SJF
6,5.166666666666667,1.7716909687891083,3.6666666666666665,1.5986105077709065,2.3333333333333335,1.247219128924647,7,2,5,1,SJF
6,6.166666666666667,2.608745973749755,2.3333333333333335,1.5986105077709065,3.3333333333333335,1.4907119849998598,9,3,5,0,SJF
4,4.75,3.031088913245535,3.75,1.0897247358851685,2.25,1.299038105676658,10,3,5,2,SJF
7,5.0,3.4641016151377544,2.7142857142857144,1.4846149779161806,3.5714285714285716,1.178030178747903,10,1,5,1,SJF
4,5.0,1.4142135623730951,2.5,1.5,3.25,1.479019945774904,7,3,5,1,SJF
6,5.666666666666667,2.4267032964268394,2.5,1.5,2.5,1.3844373104863459,10,3,5,1,SJF
7,7.0,2.138089935299395,2.4285714285714284,1.2936264483053452,3.142857142857143,1.4568627181693672,10,4,5,1,SJF
3,8.666666666666666,0.9428090415820634,1.6666666666666667,1.247219128924647,3.3333333333333335,1.699673171197595,10,8,3,0,SJF
3,5.333333333333333,1.699673171197595,2.6666666666666665,1.699673171197595,2.0,0.816496580927726,7,3,5,1,FCFS
8,5.75,2.331844763272204,2.75,1.5612494995995996,2.25,1.6393596310755,9,3,5,0,SJF
6,5.666666666666667,3.496029493900505,2.8333333333333335,1.7716909687891083,3.0,1.1547005383792515,10,2,5,0,SJF
6,7.166666666666667,2.733536577809454,1.8333333333333333,1.0671873729054748,2.5,1.5,10,2,3,0,SJF
7,6.142857142857143,2.5872528966106905,3.857142857142857,1.5518257844571735,3.5714285714285716,1.2936264483053452,10,1,5,1,SJF
8,4.625,2.7810744326608736,1.625,1.5761900266148114,3.0,1.5,8,1,4,0,SJF
8,6.625,2.2878756522153907,4.125,0.9270248108869579,2.5,1.4142135623730951,9,2,5,2,SJF
7,5.428571428571429,2.5555062599997598,3.2857142857142856,1.1605769149479943,2.7142857142857144,1.2777531299998797,10,2,4,1,SJF
8,7.125,3.295356581616017,1.875,1.2686114456365274,4.0,1.0,10,2,4,1,SJF
4,8.0,2.345207879911715,2.25,1.7853571071357126,3.0,1.5811388300841898,10,4,5,0,FCFS
5,5.8,2.3151673805580453,1.8,1.8330302779823362,3.4,1.2000000000000002,10,3,4,0,SJF
7,4.428571428571429,3.0169588688489823,3.2857142857142856,1.749635530559413,3.0,1.3093073414159542,9,1,5,1,SJF
8,7.0,3.0413812651491097,1.75,1.713913650100261,3.0,1.8027756377319946,10,1,5,0,SJF
4,5.5,3.570714214271425,2.25,1.920286436967152,3.25,1.7853571071357126,10,2,5,0,SJF
6,4.333333333333333,2.8674417556808756,2.5,1.8929694486000912,3.1666666666666665,1.5723301886761007,10,2,5,0,SJF
4,7.5,1.8027756377319946,1.75,1.0897247358851685,3.0,1.4142135623730951,10,5,3,0,SJF
3,7.333333333333333,0.9428090415820634,2.3333333333333335,2.0548046676563256,2.3333333333333335,0.4714045207910317,8,6,5,0,SJF
4,5.75,3.112474899497183,3.0,1.4142135623730951,3.75,0.82915619758885,9,1,5,1,SJF
8,5.5,3.0,2.0,1.7320508075688772,3.0,1.224744871391589,10,1,5,0,SJF
8,4.25,3.031088913245535,3.25,1.5612494995995996,2.75,1.299038105676658,10,1,5,0,SJF
5,6.8,2.9933259094191533,2.8,1.6,4.2,1.6,9,1,5,1,SJF
4,7.5,1.118033988749895,3.5,2.0615528128088303,3.0,0.7071067811865476,9,6,5,0,SJF
7,5.142857142857143,3.1815796359028696,3.0,1.0690449676496976,2.7142857142857144,1.577908716741037,10,2,5,2,SJF
4,4.25,2.277608394786075,3.0,1.8708286933869707,3.25,1.299038105676658,8,2,5,0,FCFS
4,6.25,2.5860201081971503,2.5,1.118033988749895,2.25,1.0897247358851685,10,3,4,1,SJF
8,6.25,2.8613807855648994,1.875,1.7633419974582356,3.125,0.7806247497997998,10,1,5,0,SJF
8,4.75,2.7726341266023544,2.25,1.3919410907075054,3.5,0.7071067811865476,9,1,4,0,SJF
5,3.6,2.4166091947189146,3.4,1.8547236990991407,3.4,1.624807680927192,7,1,5,0,SJF
6,6.5,1.8929694486000912,2.6666666666666665,1.1055415967851334,3.0,1.1547005383792515,8,3,4,1,SJF
5,4.0,2.3664319132398464,1.2,1.4696938456699067,3.2,1.16619037896906,8,1,4,0,SJF
4,7.5,2.0615528128088303,2.75,1.479019945774904,3.0,1.4142135623730951,10,5,5,1,SJF
3,2.3333333333333335,1.247219128924647,3.0,1.4142135623730951,3.0,1.632993161855452,4,1,4,1,SJF
5,5.8,2.4,2.8,1.7204650534085253,2.4,0.4898979485566356,10,4,5,0,SJF
4,3.25,2.7726341266023544,3.75,1.299038105676658,2.5,0.8660254037844386,8,1,5,2,FCFS
8,4.75,2.947456530637899,2.25,1.984313483298443,2.875,1.165922381636102,10,2,5,0,SJF
4,5.0,1.8708286933869707,2.25,1.479019945774904,3.0,0.7071067811865476,7,2,4,0,FCFS
3,4.666666666666667,2.0548046676563256,2.0,0.816496580927726,3.0,1.632993161855452,7,2,3,1,SJF
3,6.0,2.943920288775949,4.333333333333333,0.9428090415820634,2.3333333333333335,1.247219128924647,10,3,5,3,FCFS
3,6.666666666666667,1.8856180831641267,1.6666666666666667,0.4714045207910317,4.333333333333333,0.9428090415820634,8,4,2,1,SJF
5,3.6,1.3564659966250538,3.4,1.624807680927192,2.6,0.8,5,2,5,1,SJF
3,8.333333333333334,0.9428090415820634,2.3333333333333335,1.8856180831641267,2.0,0.816496580927726,9,7,5,1,SJF
6,4.666666666666667,2.7487370837451075,1.6666666666666667,1.247219128924647,2.6666666666666665,1.4907119849998598,8,1,3,0,SJF
5,7.8,2.6381811916545836,4.0,1.2649110640673518,2.0,0.8944271909999159,10,3,5,2,FCFS
8,6.125,3.370367190678191,2.125,1.3635890143294642,2.75,1.3919410907075054,10,1,4,0,SJF
5,6.0,3.7416573867739413,1.8,1.7204650534085255,3.8,1.16619037896906,10,1,5,0,SJF
5,5.8,2.9257477676655586,1.2,1.1661903789690602,3.0,0.8944271909999159,10,2,3,0,SJF
4,5.0,2.23606797749979,2.5,1.8027756377319946,3.0,1.224744871391589,8,2,5,0,FCFS
5,3.4,2.0591260281974,1.8,1.32664991614216,2.8,0.7483314773547882,6,1,4,0,SJF
5,4.6,3.261901286060018,2.2,1.8330302779823362,2.2,1.469693845669907,9,1,4,0,SJF
4,6.25,2.384848003542364,3.5,1.118033988749895,3.5,1.118033988749895,9,3,5,2,SJF
6,7.666666666666667,2.2110831935702664,1.8333333333333333,1.3437096247164249,3.1666666666666665,1.0671873729054748,10,4,4,0,SJF
5,7.0,2.0976176963403033,3.2,1.8330302779823362,3.6,1.4966629547095764,9,4,5,1,SJF
6,5.833333333333333,2.034425935955617,2.8333333333333335,1.5723301886761005,3.0,1.2909944487358056,8,3,5,0,SJF
8,7.125,1.899835519196333,2.875,2.0879116360612584,2.75,1.299038105676658,10,4,5,0,SJF
4,4.5,2.5,2.75,1.479019945774904,3.75,1.0897247358851685,7,2,5,1,SJF
7,5.428571428571429,3.499271061118826,2.142857142857143,1.8844151368961315,3.142857142857143,1.2453996981544782,10,1,5,0,SJF
7,6.571428571428571,3.2007652146297256,2.142857142857143,1.8070158058105026,2.5714285714285716,0.7284313590846836,10,2,5,0,SJF
8,5.5,2.3979157616563596,2.25,1.5612494995995996,2.625,1.653594569415369,10,2,5,0,SJF
7,8.142857142857142,1.6413036132965795,3.0,1.6035674514745464,3.142857142857143,1.2453996981544782,10,6,5,1,SJF
5,6.2,3.1874754901018454,3.6,1.3564659966250538,2.6,1.3564659966250536,9,1,5,1,SJF
6,4.833333333333333,2.6087459737497545,3.6666666666666665,0.9428090415820634,3.3333333333333335,1.3743685418725535,8,1,5,2,SJF
7,4.857142857142857,2.695423180587601,1.8571428571428572,1.9587584572574415,3.0,1.3093073414159542,9,1,5,0,SJF
5,5.0,2.0976176963403033,3.4,1.7435595774162693,4.2,1.16619037896906,7,2,5,0,SJF
6,5.0,2.581988897471611,3.0,1.0,2.6666666666666665,0.9428090415820634,9,2,4,1,SJF
6,4.833333333333333,2.9107081994288304,1.5,1.707825127659933,2.6666666666666665,1.3743685418725535,8,1,5,0,SJF
6,7.166666666666667,2.967415635794143,3.0,1.5275252316519468,3.0,1.2909944487358056,10,3,4,0,SJF
4,6.5,2.958039891549808,2.75,1.7853571071357126,3.0,1.5811388300841898,10,2,5,0,SJF
5,6.6,1.9595917942265424,2.6,1.8547236990991407,1.8,1.1661903789690602,10,4,5,0,SJF
7,2.7142857142857144,1.0301575072754257,3.0,1.4142135623730951,3.142857142857143,1.6413036132965795,4,1,5,1,SJF
4,4.0,0.7071067811865476,3.5,1.5,4.0,0.0,5,3,5,1,FCFS
6,5.166666666666667,2.266911751455907,1.8333333333333333,1.21335164821342,1.6666666666666667,0.7453559924999299,9,2,4,0,SJF
8,4.75,2.8613807855648994,2.875,1.6909686573085854,2.375,1.2183492931011204,10,1,5,0,SJF
3,7.0,2.449489742783178,1.6666666666666667,1.699673171197595,1.3333333333333333,0.4714045207910317,10,4,4,0,SJF
5,5.6,2.33238075793812,1.6,1.3564659966250538,2.0,1.5491933384829668,8,2,4,0,SJF
8,5.625,2.9553976043842223,3.125,1.5360257159305635,3.625,1.4086784586980805,10,1,5,1,SJF
8,5.375,2.6427968139832467,1.625,1.2183492931011204,2.125,1.2686114456365274,9,1,4,0,SJF
7,6.142857142857143,2.899683304312063,2.857142857142857,1.456862718169367,2.5714285714285716,1.178030178747903,10,2,5,1,SJF
3,7.666666666666667,0.4714045207910317,2.6666666666666665,0.4714045207910317,1.6666666666666667,0.4714045207910317,8,7,3,2,FCFS
6,7.333333333333333,2.134374745810949,2.5,1.9790570145063195,3.1666666666666665,1.4624940645653537,10,4,5,0,SJF
5,4.4,3.0724582991474434,1.2,0.7483314773547883,3.4,1.624807680927192,10,1,2,0,SJF
8,5.125,3.179524335494226,3.375,1.3169567191065923,3.5,1.3228756555322954,10,1,5,1,SJF
8,3.875,1.964529205687714,2.125,1.165922381636102,2.875,1.6153559979150107,8,1,4,1,SJF
6,6.833333333333333,2.6718699236468995,3.1666666666666665,1.5723301886761007,2.6666666666666665,1.247219128924647,10,2,5,0,SJF
3,6.333333333333333,2.0548046676563256,3.0,0.816496580927726,4.333333333333333,0.4714045207910317,9,4,4,2,SJF
3,7.666666666666667,0.4714045207910317,3.0,0.816496580927726,3.6666666666666665,1.8856180831641267,8,7,4,2,SJF
6,3.1666666666666665,2.4094720491334933,2.8333333333333335,1.674979270186815,2.6666666666666665,1.1055415967851334,8,1,5,1,SJF
3,4.333333333333333,2.0548046676563256,2.0,2.160246899469287,2.6666666666666665,1.247219128924647,7,2,5,0,FCFS
5,5.8,3.3105890714493698,2.6,2.244994432064365,2.4,1.4966629547095764,10,1,5,0,SJF
3,6.0,2.160246899469287,1.6666666666666667,0.4714045207910317,2.0,1.4142135623730951,8,3,2,1,SJF
7,3.0,1.5118578920369088,2.4285714285714284,1.6781914463529615,3.0,1.0690449676496976,5,1,5,0,SJF
5,4.2,1.9390719429665317,2.8,1.7204650534085253,4.0,0.6324555320336759,8,3,5,0,SJF
5,6.4,2.65329983228432,3.6,1.3564659966250538,2.0,1.0954451150103321,10,3,5,2,SJF
3,4.666666666666667,2.357022603955158,2.6666666666666665,1.247219128924647,2.3333333333333335,0.9428090415820634,8,3,4,1,SJF
6,8.333333333333334,1.699673171197595,2.5,1.9790570145063195,3.8333333333333335,0.6871842709362768,10,6,5,0,SJF
3,4.0,3.559026084010437,1.0,1.4142135623730951,2.6666666666666665,0.9428090415820634,9,1,3,0,FCFS
3,6.0,2.943920288775949,1.6666666666666667,0.4714045207910317,3.3333333333333335,0.9428090415820634,9,2,2,1,FCFS
8,6.625,2.7810744326608736,3.125,1.6153559979150107,3.125,1.6909686573085854,10,1,5,0,SJF
3,6.666666666666667,3.39934634239519,1.3333333333333333,1.247219128924647,3.6666666666666665,1.247219128924647,10,2,3,0,SJF
8,5.125,2.8034576865007255,1.75,1.6393596310755,3.25,1.479019945774904,10,1,5,0,SJF
5,7.2,2.4,2.4,1.7435595774162693,3.2,1.16619037896906,10,3,5,0,SJF
4,8.5,1.6583123951777,3.0,1.8708286933869707,2.25,1.299038105676658,10,6,5,0,SJF
7,5.142857142857143,2.7479120088101916,2.7142857142857144,1.577908716741037,3.0,1.4142135623730951,10,2,5,0,SJF
8,5.5,2.6457513110645907,2.25,1.920286436967152,3.0,1.3228756555322954,10,3,5,0,SJF
5,4.8,2.4,3.8,1.469693845669907,3.0,1.2649110640673518,7,1,5,1,SJF
7,5.428571428571429,2.2587697572631282,2.7142857142857144,1.6659862556700857,3.7142857142857144,0.880630571852711,9,2,5,0,FCFS
4,4.0,2.345207879911715,2.5,1.5,3.0,1.0,8,2,5,1,FCFS
5,4.4,2.1540659228538015,2.4,1.3564659966250536,3.8,1.469693845669907,7,1,4,0,SJF
7,7.142857142857143,1.8844151368961315,3.0,1.3093073414159542,3.7142857142857144,1.0301575072754257,10,5,5,1,SJF
8,5.0,2.8284271247461903,2.0,1.0,2.75,0.9682458365518543,10,1,3,0,SJF
7,5.0,2.9277002188455996,2.142857142857143,1.9587584572574412,3.4285714285714284,1.2936264483053452,8,1,5,0,SJF
7,5.142857142857143,1.9587584572574412,3.2857142857142856,1.8294640678379568,3.0,1.4142135623730951,8,2,5,0,SJF
6,4.833333333333333,1.7716909687891083,3.0,1.8257418583505538,1.8333333333333333,0.6871842709362768,7,2,5,0,SJF
7,5.428571428571429,2.821202522590214,3.857142857142857,1.5518257844571735,2.7142857142857144,0.880630571852711,10,1,5,1,SJF
4,3.75,3.031088913245535,2.5,2.0615528128088303,2.75,0.4330127018922193,9,2,5,0,FCFS
3,2.3333333333333335,1.8856180831641267,1.3333333333333333,1.247219128924647,3.0,1.632993161855452,5,1,3,0,FCFS
6,4.166666666666667,2.3392781412697,3.0,1.5275252316519468,3.6666666666666665,1.3743685418725535,7,1,5,1,SJF
8,6.0,2.0615528128088303,3.0,1.5,2.75,1.3919410907075054,10,3,5,0,SJF
4,3.75,2.680951323690902,2.75,1.479019945774904,3.0,1.5811388300841898,8,1,5,1,RR
4,4.75,2.0463381929681126,2.75,1.6393596310755,3.25,0.4330127018922193,8,3,4,0,SJF
3,2.6666666666666665,1.247219128924647,2.0,2.160246899469287,3.3333333333333335,1.247219128924647,4,1,5,0,FCFS
6,5.333333333333333,2.6246692913372707,1.5,1.3844373104863459,4.0,1.1547005383792515,10,2,4,0,SJF
4,6.75,3.2691742076555053,3.75,0.82915619758885,2.5,0.5,10,3,5,3,SJF
6,3.6666666666666665,2.0548046676563256,2.0,2.0816659994661326,2.8333333333333335,1.2133516482134197,7,2,5,0,SJF
7,5.428571428571429,2.871393034605969,3.4285714285714284,1.2936264483053452,2.2857142857142856,1.0301575072754257,10,1,5,2,SJF
6,4.833333333333333,3.131382371342656,1.5,1.2583057392117916,3.5,1.5,10,1,3,0,SJF
7,5.285714285714286,2.864276807966203,3.2857142857142856,1.2777531299998799,2.4285714285714284,1.2936264483053452,8,2,5,1,SJF
8,6.5,2.29128784747792,2.25,1.6393596310755,3.375,1.5761900266148114,10,3,4,0,SJF
8,5.375,2.394655507583502,3.0,1.9364916731037085,3.0,1.5,9,1,5,0,SJF
5,6.0,3.1622776601683795,2.2,2.039607805437114,2.0,1.2649110640673518,10,1,5,0,SJF
7,7.142857142857143,2.7479120088101916,2.5714285714285716,1.2936264483053452,3.4285714285714284,1.178030178747903,10,1,5,1,SJF
5,7.2,2.7856776554368237,2.4,1.7435595774162693,2.8,0.9797958971132712,10,3,5,0,SJF
8,5.375,2.057759704144291,2.0,1.5811388300841898,2.625,1.7275343701356567,10,3,5,0,SJF
6,5.5,2.6299556396765835,2.8333333333333335,1.5723301886761007,2.3333333333333335,1.247219128924647,9,1,5,0,SJF
4,2.5,1.118033988749895,3.0,0.7071067811865476,2.25,1.6393596310755,4,1,4,2,SJF
7,5.0,1.6903085094570331,2.142857142857143,1.6413036132965795,2.857142857142857,1.456862718169367,8,3,5,0,SJF
4,5.75,2.0463381929681126,2.5,1.118033988749895,4.25,0.82915619758885,9,4,4,1,FCFS
6,6.666666666666667,1.699673171197595,2.8333333333333335,1.343709624716425,2.6666666666666665,1.247219128924647,10,5,4,0,SJF
6,5.333333333333333,3.0368111930481,2.8333333333333335,0.8975274678557507,3.1666666666666665,1.8633899812498247,10,1,4,2,SJF
3,6.333333333333333,2.8674417556808756,2.0,2.160246899469287,2.3333333333333335,1.247219128924647,10,3,5,0,SJF
4,6.5,3.0413812651491097,2.75,1.299038105676658,3.25,1.0897247358851685,10,3,4,1,SJF
4,5.75,1.479019945774904,2.25,1.920286436967152,2.0,0.7071067811865476,8,4,5,0,SJF
7,6.714285714285714,2.813959371941744,2.2857142857142856,1.9059520091609048,3.4285714285714284,1.3997084244475304,10,2,5,0,SJF
4,4.5,3.0413812651491097,2.25,0.82915619758885,3.0,0.7071067811865476,8,1,3,1,FCFS
5,3.8,1.7204650534085255,3.6,1.2000000000000002,3.2,0.9797958971132712,6,1,5,2,SJF
8,7.0,2.6457513110645907,1.875,1.6909686573085854,3.125,1.165922381636102,10,3,5,0,SJF
4,7.75,1.299038105676658,1.75,1.920286436967152,4.0,1.0,9,6,5,0,SJF
4,6.0,3.1622776601683795,1.25,0.82915619758885,3.5,1.118033988749895,10,2,2,0,SJF
6,3.6666666666666665,2.211083193570267,2.5,1.3844373104863459,2.1666666666666665,1.4624940645653537,8,2,4,0,SJF
7,7.285714285714286,2.1189138534559038,3.7142857142857144,1.2777531299998797,2.7142857142857144,1.2777531299998797,10,4,5,2,SJF
3,7.666666666666667,0.4714045207910317,2.0,2.160246899469287,2.6666666666666665,0.4714045207910317,8,7,5,0,SJF
6,6.333333333333333,2.981423969999719,2.3333333333333335,2.1343747458109497,2.3333333333333335,1.5986105077709065,10,2,5,0,SJF
5,8.0,2.756809750418044,2.8,1.7204650534085253,3.4,1.3564659966250536,10,3,5,0,SJF
6,7.833333333333333,1.5723301886761005,2.0,2.23606797749979,2.8333333333333335,1.21335164821342,10,5,5,0,SJF
3,6.0,3.7416573867739413,2.6666666666666665,1.247219128924647,2.0,1.4142135623730951,10,1,4,1,SJF
8,4.625,3.314268395890713,2.5,1.224744871391589,3.0,1.8027756377319946,9,1,4,1,SJF
6,6.166666666666667,1.7716909687891083,2.0,1.2909944487358056,3.3333333333333335,1.247219128924647,9,4,4,0,SJF
8,5.0,3.605551275463989,2.375,1.79843682124227,2.375,1.1110243021644486,10,1,5,0,SJF
4,4.5,2.598076211353316,1.25,0.82915619758885,4.25,0.82915619758885,8,2,2,0,FCFS
6,6.666666666666667,3.4960294939005054,1.8333333333333333,1.3437096247164249,3.5,1.5,10,1,4,0,SJF
6,3.6666666666666665,2.4267032964268394,3.3333333333333335,1.3743685418725535,2.8333333333333335,1.8633899812498247,8,1,5,1,SJF
6,5.166666666666667,2.1147629234082532,1.3333333333333333,1.3743685418725535,3.1666666666666665,1.3437096247164249,8,1,4,0,SJF
6,8.5,1.3844373104863459,3.0,1.8257418583505538,3.1666666666666665,1.3437096247164249,10,6,5,0,SJF
3,3.0,0.816496580927726,3.0,2.160246899469287,4.0,0.816496580927726,4,2,5,0,FCFS
5,4.8,2.4,2.8,1.469693845669907,3.0,1.6733200530681511,9,2,5,1,SJF
8,6.375,3.5685256059050494,2.625,1.5761900266148114,2.375,1.4086784586980805,10,1,5,1,SJF
4,4.25,2.277608394786075,2.5,1.8027756377319946,4.0,0.7071067811865476,8,2,5,0,SJF
6,3.6666666666666665,2.98142396999972,3.5,1.707825127659933,2.3333333333333335,1.1055415967851334,10,1,5,0,SJF
8,5.375,1.8666480653835098,2.875,2.0879116360612584,2.5,1.4142135623730951,9,3,5,0,SJF
